id	name	link	seller	price	original_price	lectures	hours	level	Sat Jan 23 18:56:08 2021
171	power-bi-desktop-sales-dashboard-in-1-hour/	https://www.udemy.com/course/power-bi-desktop-sales-dashboard-in-1-hour/	Charlie Walker	13.99	94.99	26	2.5	Beginner	
172	mongodb-administration/	https://www.udemy.com/course/mongodb-administration/	Packt Publishing	14.99	109.99	28	2.5	Intermediate	
173	dynamic-dashboards-and-data-analysis-with-google-data-studio/	https://www.udemy.com/course/dynamic-dashboards-and-data-analysis-with-google-data-studio/	Lachezar Arabadzhiev	15.99	99.99	46	3.5	All Levels	
174	datastudio/	https://www.udemy.com/course/datastudio/	Raj Elakkara	13.99	99.99	46	3.5	All Levels	
175	learn-data-visualisation-with-tableau-9/	https://www.udemy.com/course/learn-data-visualisation-with-tableau-9/	Matt Francis	12.99	94.99	48	4.5	All Levels	
176	management-consulting-cases-for-job-interview/	https://www.udemy.com/course/management-consulting-cases-for-job-interview/	Asen Gyczew	14.99	99.99	104	4	Intermediate	
177	learn-complete-sql-from-basics/	https://www.udemy.com/course/learn-complete-sql-from-basics/	THE K INSTRUCTOR	12.99	94.99	12	1	All Levels	
178	ibm-spss-modeler-getting-stated/	https://www.udemy.com/course/ibm-spss-modeler-getting-stated/	Sandy Midili	12.99	49.99	22	4	Beginner	
179	the-advanced-qlikview-developer-bootcamp/	https://www.udemy.com/course/the-advanced-qlikview-developer-bootcamp/	Vertechs  IO  Shilpan Patel  Deepak Vadithala  DV 	79.99	NULL	137	12	All Levels	
180	business-analysis-cases-in-excel/	https://www.udemy.com/course/business-analysis-cases-in-excel/	Asen Gyczew	12.99	94.99	161	8.5	Intermediate	
181	the-complete-business-analysis-course-for-absolute-beginners/	https://www.udemy.com/course/the-complete-business-analysis-course-for-absolute-beginners/	Online Courses Institute	13.99	19.99	41	1	Beginner	
182	data-visualization-in-r-base-lattice-ggplot/	https://www.udemy.com/course/data-visualization-in-r-base-lattice-ggplot/	Sandeep Kumar  	16.99	119.99	75	6	All Levels	
183	statistical-data-analysis-with-sas/	https://www.udemy.com/course/statistical-data-analysis-with-sas/	John Zhong   JSTARTS COM	14.99	69.99	45	4.5	All Levels	
184	jigsaw-academy-analytics-for-beginners/	https://www.udemy.com/course/jigsaw-academy-analytics-for-beginners/	Jigsaw Academy	12.99	19.99	22	4.5	Beginner	
185	blockchain-introduction/	https://www.udemy.com/course/blockchain-introduction/	Kirill Eremenko  SuperDataScience Team	12.99	94.99	28	2.5	Beginner	
186	applied-multivariate-analysis-with-r/	https://www.udemy.com/course/applied-multivariate-analysis-with-r/	Geoffrey Hubona  Ph D 	14.99	94.99	75	12	All Levels	
187	learn-data-visualization-using-tableau-from-zero-to-hero/	https://www.udemy.com/course/learn-data-visualization-using-tableau-from-zero-to-hero/	Data Science Guide	13.99	19.99	62	4	Beginner	
188	pandas-with-python-tutorial/	https://www.udemy.com/course/pandas-with-python-tutorial/	EDU CBA	12.99	94.99	59	6	Beginner	
189	excel-beginner-to-expert/	https://www.udemy.com/course/excel-beginner-to-expert/	Jarrod Hill	12.99	49.99	135	20.5	All Levels	
190	complete-time-series-data-analysis-bootcamp-in-r/	https://www.udemy.com/course/complete-time-series-data-analysis-bootcamp-in-r/	Minerva Singh	12.99	94.99	52	5.5	All Levels	
191	data-quality-fundamentals/	https://www.udemy.com/course/data-quality-fundamentals/	Sid Inf	14.99	49.99	36	3	Beginner	
192	data-analytics-for-beginners/	https://www.udemy.com/course/data-analytics-for-beginners/	ATI   Analytics Training Institute	12.99	19.99	171	15.5	All Levels	
193	google-bigquery-and-postgresql-sql-for-data-analysis/	https://www.udemy.com/course/google-bigquery-and-postgresql-sql-for-data-analysis/	Start Tech Academy	14.99	29.99	127	10.5	Beginner	
194	power-bi-and-dashboards-for-the-busy-professional/	https://www.udemy.com/course/power-bi-and-dashboards-for-the-busy-professional/	Michael Olafusi	12.99	89.99	41	5.5	Intermediate	
195	data-analysis-for-big-data/	https://www.udemy.com/course/data-analysis-for-big-data/	Illumeo Learning  Michael McDonald	12.99	24.99	9	1	Beginner	
196	building-financial-dashboard-in-google-data-studio/	https://www.udemy.com/course/building-financial-dashboard-in-google-data-studio/	Loc Nguyen	14.99	99.99	22	1	All Levels	
197	tableau-with-ease-and-r/	https://www.udemy.com/course/tableau-with-ease-and-r/	R Tutorials Training	12.99	54.99	75	9	All Levels	
198	microsoft-power-bi-a-complete-hands-on-training-new-updates/	https://www.udemy.com/course/microsoft-power-bi-a-complete-hands-on-training-new-updates/	Deepesh Vashistha	12.99	94.99	43	4	All Levels	
199	design-principles-for-effective-dashboard-design/	https://www.udemy.com/course/design-principles-for-effective-dashboard-design/	Annabel Lyle	12.99	29.99	17	1	All Levels	
200	google-sheets-forms-beginner-to-expert/	https://www.udemy.com/course/google-sheets-forms-beginner-to-expert/	Joe Buchmann	15.99	24.99	22	3	Beginner	
201	control-excel-with-python-openpyxl/	https://www.udemy.com/course/control-excel-with-python-openpyxl/	Conny S derholm	15.99	109.99	47	3	Intermediate	
202	hr-analytics-course/	https://www.udemy.com/course/hr-analytics-course/	Unlock HR	20.99	149.99	179	13	All Levels	
203	machinelearning-dataanalysis-mammothinteractive/	https://www.udemy.com/course/machinelearning-dataanalysis-mammothinteractive/	Mammoth Interactive  John Bura	16.99	119.99	132	20.5	All Levels	
204	mastering-intermediate-dax-power-bi-power-pivot-ssas/	https://www.udemy.com/course/mastering-intermediate-dax-power-bi-power-pivot-ssas/	Paula Guilfoyle CPA   MVP	16.99	89.99	30	2	Intermediate	
205	mastering-data-analysis-in-excel-am/	https://www.udemy.com/course/mastering-data-analysis-in-excel-am/	Vardges Zardaryan	14.99	99.99	60	5	All Levels	
206	bpmn-business-process-modelling-for-business-analysts/	https://www.udemy.com/course/bpmn-business-process-modelling-for-business-analysts/	Pieter Vliegenthart	12.99	94.99	69	3	All Levels	
207	microsoft-power-bi-course/	https://www.udemy.com/course/microsoft-power-bi-course/	Nikolai Schuler	14.99	109.99	147	14	All Levels	
208	tableau-for-marketing/	https://www.udemy.com/course/tableau-for-marketing/	John David Ariansen  SuperDataScience Team	16.99	119.99	45	3	Beginner	
209	google-data-studio-master-the-advanced-concepts/	https://www.udemy.com/course/google-data-studio-master-the-advanced-concepts/	Annabel Lyle	14.99	29.99	33	2	Expert	
210	graphs-in-r/	https://www.udemy.com/course/graphs-in-r/	R Tutorials Training	12.99	94.99	46	4.5	Intermediate	
211	creating-measures-and-metrics-using-the-itil-4-framework/	https://www.udemy.com/course/creating-measures-and-metrics-using-the-itil-4-framework/	Jason Dion   275 000  Students Worldwide  Dion Training Solutions   ATO for ITIL   PRINCE2	14.99	99.99	27	1.5	All Levels	
212	sql-essentials/	https://www.udemy.com/course/sql-essentials/	Vlad Burmistrov	12.99	19.99	68	7	Beginner	
213	spss-essentials/	https://www.udemy.com/course/spss-essentials/	Tendayi Viki	24.99	NULL	24	2.5	Beginner	
214	tableau-masterclass-advanced-calculations-with-tableau/	https://www.udemy.com/course/tableau-masterclass-advanced-calculations-with-tableau/	Dan We	16.99	124.99	20	2.5	Intermediate	
215	ultimate-beginners-vba-finance-course-for-banking/	https://www.udemy.com/course/ultimate-beginners-vba-finance-course-for-banking/	VBA Finance	12.99	94.99	23	2	Beginner	
216	data-analysis-statistics/	https://www.udemy.com/course/data-analysis-statistics/	Jacek Ku ak	12.99	94.99	93	7.5	All Levels	
217	google-tag-manager-advanced-training-course/	https://www.udemy.com/course/google-tag-manager-advanced-training-course/	Anil Batra	18.99	129.99	14	2	All Levels	
218	power-bi-dax/	https://www.udemy.com/course/power-bi-dax/	Nikolai Schuler	14.99	109.99	57	6	Intermediate	
219	pentaho-for-etl-data-integration-masterclass/	https://www.udemy.com/course/pentaho-for-etl-data-integration-masterclass/	Start Tech Academy	14.99	29.99	71	9	All Levels	
220	sas-certificate-course-by-solving-questions/	https://www.udemy.com/course/sas-certificate-course-by-solving-questions/	Datagist INC	12.99	29.99	104	10.5	All Levels	
221	advance-sales-analytics-for-decision-making-with-power-bi/	https://www.udemy.com/course/advance-sales-analytics-for-decision-making-with-power-bi/	Muhammad Kashif	34.99	NULL	44	4	All Levels	
222	optimizing-travelling-salesman-and-vehicle-routing-problems/	https://www.udemy.com/course/optimizing-travelling-salesman-and-vehicle-routing-problems/	Curiosity for Data Science	12.99	94.99	33	2.5	All Levels	
223	power-bi-masterclass-data-analysis-deep-dive/	https://www.udemy.com/course/power-bi-masterclass-data-analysis-deep-dive/	Dan We	14.99	109.99	25	3	Beginner	
224	learn-hubspot-crm-from-scratch/	https://www.udemy.com/course/learn-hubspot-crm-from-scratch/	Gregory Williamson	12.99	19.99	12	2	Beginner	
225	sql-query-training-for-sap-business-one/	https://www.udemy.com/course/sql-query-training-for-sap-business-one/	Michael Taylor	13.99	49.99	36	3	All Levels	
226	office_365_excel/	https://www.udemy.com/course/office_365_excel/	Tim Wright	13.99	19.99	75	10	Beginner	
227	psychometrics/	https://www.udemy.com/course/psychometrics/	Scholarsight Learning	14.99	109.99	88	6	Expert	
228	principal-component-analysis-pca-and-factor-analysis/	https://www.udemy.com/course/principal-component-analysis-pca-and-factor-analysis/	Gopal Prasad Malakar	12.99	19.99	18	1.5	All Levels	
229	alteryx-mastery/	https://www.udemy.com/course/alteryx-mastery/	Jed Guinto	13.99	19.99	36	5	All Levels	
230	spss-pro/	https://www.udemy.com/course/spss-pro/	Todd Bottom  Ph D    Founder Research Learning Center	14.99	109.99	66	17	Intermediate	
231	business-analysis-bpmn-data-analytics-for-business-analyst/	https://www.udemy.com/course/business-analysis-bpmn-data-analytics-for-business-analyst/	Jean Gabriel Paquette	12.99	94.99	32	6	All Levels	
232	power-bi-desktop-masterclass-data-analysis-for-everyone/	https://www.udemy.com/course/power-bi-desktop-masterclass-data-analysis-for-everyone/	Paula Guilfoyle CPA   MVP	12.99	94.99	45	3	All Levels	
233	pentaho-data/	https://www.udemy.com/course/pentaho-data/	Saad Qureshi	12.99	94.99	47	7.5	All Levels	
234	sql-and-databases/	https://www.udemy.com/course/sql-and-databases/	Loony Corn	12.99	94.99	68	14.5	All Levels	
235	the-ultimate-guide-for-land-surveying-with-drones-part-3/	https://www.udemy.com/course/the-ultimate-guide-for-land-surveying-with-drones-part-3/	Huviair Technologies  Vikshut Mundkur  Arjun Janananda	14.99	99.99	24	1	All Levels	
236	how-to-find-your-target-audience-in-less-than-30-minutes/	https://www.udemy.com/course/how-to-find-your-target-audience-in-less-than-30-minutes/	Sandor Kiss  Patrick Dermak	16.99	124.99	13	1	All Levels	
237	microstrategy/	https://www.udemy.com/course/microstrategy/	Saad Qureshi	19.99	139.99	46	8	All Levels	
238	business-analytics/	https://www.udemy.com/course/business-analytics/	The Art Of Service	12.99	49.99	58	2.5	All Levels	
239	sales-forecasting/	https://www.udemy.com/course/sales-forecasting/	Scandinavian Institute of Business Analytics	14.99	49.99	25	1.5	Intermediate	
240	business-analytics-with-big-data-a-complete-guide/	https://www.udemy.com/course/business-analytics-with-big-data-a-complete-guide/	Global Learning Labs  	12.99	94.99	37	2.5	All Levels	
241	web-analytics-conversion-strategy/	https://www.udemy.com/course/web-analytics-conversion-strategy/	Christine Maisel	12.99	94.99	87	5	All Levels	
242	introduction-spss/	https://www.udemy.com/course/introduction-spss/	Quantitative Specialists	12.99	49.99	21	2	Beginner	
243	healthdata101/	https://www.udemy.com/course/healthdata101/	Eddie Jay	12.99	34.99	18	1	Beginner	
244	tableau-business-intelligence-and-analytics-using-tableau/	https://www.udemy.com/course/tableau-business-intelligence-and-analytics-using-tableau/	Ganesh D	12.99	94.99	68	9	All Levels	
245	sas-programming-made-easy-with-examples/	https://www.udemy.com/course/sas-programming-made-easy-with-examples/	Gopal Prasad Malakar	13.99	19.99	65	5	All Levels	
246	google-bigquery-for-marketers-and-agencies/	https://www.udemy.com/course/google-bigquery-for-marketers-and-agencies/	Lachezar Arabadzhiev	14.99	99.99	31	3	All Levels	
247	qlikview/	https://www.udemy.com/course/qlikview/	Vjekoslav Levacic	12.99	24.99	37	2.5	All Levels	
248	sas-macro-programming-by-example/	https://www.udemy.com/course/sas-macro-programming-by-example/	Gopal Prasad Malakar	12.99	19.99	18	2	All Levels	
249	building-interactive-apps-with-shiny-and-r/	https://www.udemy.com/course/building-interactive-apps-with-shiny-and-r/	Michael Weis	16.99	39.99	43	2	All Levels	
250	learn-tableau-tutorial-tableau-training/	https://www.udemy.com/course/learn-tableau-tutorial-tableau-training/	R Tutorials Training	12.99	94.99	91	10.5	All Levels	
251	analytics-case-studies/	https://www.udemy.com/course/analytics-case-studies/	Gopal Prasad Malakar	12.99	19.99	36	3.5	Beginner	
252	data-analysis-data-to-insights-a-step-by-step-framework/	https://www.udemy.com/course/data-analysis-data-to-insights-a-step-by-step-framework/	Ashish Agarwal	14.99	49.99	44	1.5	All Levels	
253	mastering-dax-for-advanced-powerbi-reporting/	https://www.udemy.com/course/mastering-dax-for-advanced-powerbi-reporting/	Ahmed Oyelowo	12.99	19.99	61	4	All Levels	
254	python-beginners-guide-to-the-data-analysis-galaxy-volume-1/	https://www.udemy.com/course/python-beginners-guide-to-the-data-analysis-galaxy-volume-1/	Paulius Petravicius	12.99	39.99	29	2.5	Beginner	
255	r-for-beginners/	https://www.udemy.com/course/r-for-beginners/	Marko Intihar	14.99	109.99	79	13.5	Beginner	
256	sql-for-the-sas-programmer/	https://www.udemy.com/course/sql-for-the-sas-programmer/	Ermin Dedic	13.99	99.99	29	1.5	Beginner	
257	ab-testing-101/	https://www.udemy.com/course/ab-testing-101/	Mel Restori	12.99	34.99	20	3	All Levels	
258	business-analysis-function-modelling-using-idef0/	https://www.udemy.com/course/business-analysis-function-modelling-using-idef0/	Tish Chungoora	12.99	94.99	27	2	All Levels	
259	excel-and-business-analytics_1/	https://www.udemy.com/course/excel-and-business-analytics_1/	Jeff Knowlton	12.99	19.99	27	3	Beginner	
260	qlik-sense-advanced/	https://www.udemy.com/course/qlik-sense-advanced/	JP Labuschagne  SuperDataScience Team	14.99	109.99	40	4	Intermediate	
261	tableau-masterclass-solving-real-world-business-challenges/	https://www.udemy.com/course/tableau-masterclass-solving-real-world-business-challenges/	Dan We	15.99	109.99	30	3	Intermediate	
262	learn-sql-with-ease/	https://www.udemy.com/course/learn-sql-with-ease/	Marco Eder	12.99	39.99	45	2	Beginner	
263	advanced-tableau-for-bi/	https://www.udemy.com/course/advanced-tableau-for-bi/	Maven Analytics  Dustin Cabral   Tableau   Data Visualization Expert	14.99	109.99	97	11	All Levels	
264	tableau-desktop-a-complete-introduction/	https://www.udemy.com/course/tableau-desktop-a-complete-introduction/	Academind by Maximilian Schwarzm ller  Manuel Lorenz	12.99	94.99	106	10.5	Beginner	
265	hr-analytics-introduction/	https://www.udemy.com/course/hr-analytics-introduction/	Jigsaw Academy	13.99	19.99	9	1.5	Beginner	
266	aws-quicksight-datalake/	https://www.udemy.com/course/aws-quicksight-datalake/	ClayDesk E learning  Syed Raza  Syed Ali  Qasim Shah	12.99	94.99	26	3.5	All Levels	
267	microsoft-power-bi-masterclass-7-learn-dax-r-and-gateways/	https://www.udemy.com/course/microsoft-power-bi-masterclass-7-learn-dax-r-and-gateways/	Dan We	14.99	109.99	24	3	Beginner	
268	anova-spss/	https://www.udemy.com/course/anova-spss/	Quantitative Specialists	12.99	74.99	19	3	All Levels	
269	ra-data-science-and-supply-chain-analytics/	https://www.udemy.com/course/ra-data-science-and-supply-chain-analytics/	Haytham Omar	14.99	94.99	378	38	All Levels	
270	intro-to-trifacta-and-data-cleaning/	https://www.udemy.com/course/intro-to-trifacta-and-data-cleaning/	Data Crunch Corporation	13.99	19.99	48	2.5	Beginner	
271	the-complete-mysql-bootcamp-from-sql-beginner-to-expert/	https://www.udemy.com/course/the-complete-mysql-bootcamp-from-sql-beginner-to-expert/	Vertex Academy	14.99	89.99	90	8	Beginner	
272	mastering-statistical-quality-control-with-minitab/	https://www.udemy.com/course/mastering-statistical-quality-control-with-minitab/	L szl  Csanaki	14.99	89.99	35	4.5	All Levels	
273	user-experience-ux-design-for-data-visualization/	https://www.udemy.com/course/user-experience-ux-design-for-data-visualization/	UI5 Community Network	12.99	94.99	21	1.5	All Levels	
274	business-analysis-foundations/	https://www.udemy.com/course/business-analysis-foundations/	International Business Education Association	12.99	94.99	85	4	All Levels	
275	linear-regression-using-stata/	https://www.udemy.com/course/linear-regression-using-stata/	Najib Mozahem	14.99	29.99	46	3.5	Beginner	
276	the-stata-omnibus-regression-and-modelling-with-stata/	https://www.udemy.com/course/the-stata-omnibus-regression-and-modelling-with-stata/	F  Buscha	12.99	49.99	151	17	Beginner	
277	econometrics-for-business/	https://www.udemy.com/course/econometrics-for-business/	Diogo Alves de Resende	14.99	49.99	148	10	Beginner	
278	excel-case-studies-for-business-students/	https://www.udemy.com/course/excel-case-studies-for-business-students/	Jeff Knowlton	12.99	44.99	55	5	All Levels	
279	build-big-data-pipelines-w-hadoop-flume-pig-mongodb/	https://www.udemy.com/course/build-big-data-pipelines-w-hadoop-flume-pig-mongodb/	V2 Maestros  LLC	12.99	94.99	46	3.5	Beginner	
280	intro-to-online-market-research/	https://www.udemy.com/course/intro-to-online-market-research/	Stephen Tracy	14.99	109.99	40	8.5	All Levels	
281	linear-programming-for-machine-learning/	https://www.udemy.com/course/linear-programming-for-machine-learning/	Girijesh Pathak	12.99	94.99	30	5.5	All Levels	
282	knowledge-management/	https://www.udemy.com/course/knowledge-management/	The Art Of Service	14.99	49.99	67	3.5	All Levels	
283	the-ultimate-bpm-and-bpmn-2-0-course/	https://www.udemy.com/course/the-ultimate-bpm-and-bpmn-2-0-course/	Deepa Rama	12.99	84.99	25	2	Intermediate	
284	customer-acquisition-cost-and-customer-lifetime-value/	https://www.udemy.com/course/customer-acquisition-cost-and-customer-lifetime-value/	Dr  Alan Zhang	12.99	94.99	26	2.5	Beginner	
285	microsoft-sql-server-and-t-sql-course-for-beginners/	https://www.udemy.com/course/microsoft-sql-server-and-t-sql-course-for-beginners/	Avetis Ghukasyan	13.99	99.99	44	4.5	Beginner	
286	data-analysts-toolbox-excel-to-mysql-am/	https://www.udemy.com/course/data-analysts-toolbox-excel-to-mysql-am/	Vardges Zardaryan	12.99	94.99	95	8	All Levels	
287	advanced-sas-course-by-solving-questions-and-use-cases/	https://www.udemy.com/course/advanced-sas-course-by-solving-questions-and-use-cases/	Datagist INC	12.99	39.99	102	11	All Levels	
288	statistics-excel/	https://www.udemy.com/course/statistics-excel/	Quantitative Specialists	14.99	74.99	14	1.5	All Levels	
289	a-complete-course-on-microstrategy-10-bi-tool/	https://www.udemy.com/course/a-complete-course-on-microstrategy-10-bi-tool/	Edionik Solutions	12.99	94.99	33	1	All Levels	
290	tableauwithme/	https://www.udemy.com/course/tableauwithme/	Erik Rood	12.99	24.99	15	1	Beginner	
291	learn-all-power-bi-dax-secrets/	https://www.udemy.com/course/learn-all-power-bi-dax-secrets/	Data Chunks	12.99	94.99	49	5	Intermediate	
292	data-science-analytics-ai-for-business-the-real-world/	https://www.udemy.com/course/data-science-analytics-ai-for-business-the-real-world/	Rajeev D  Ratan	14.99	109.99	245	30	Beginner	
293	power-bi-masterclass-dax-excel-and-more/	https://www.udemy.com/course/power-bi-masterclass-dax-excel-and-more/	Dan We	12.99	94.99	23	3	Beginner	
294	grafana-learn-grafana-dashboards-for-data-visualization/	https://www.udemy.com/course/grafana-learn-grafana-dashboards-for-data-visualization/	Saurabh Singh	12.99	94.99	29	2.5	All Levels	
295	real-world-vagrant-for-distributed-computing/	https://www.udemy.com/course/real-world-vagrant-for-distributed-computing/	Toyin Akin	12.99	89.99	26	4	All Levels	
296	data-analysis-for-business-and-finance/	https://www.udemy.com/course/data-analysis-for-business-and-finance/	Saurav Singla	12.99	19.99	11	4.5	All Levels	
297	power-query-advanced/	https://www.udemy.com/course/power-query-advanced/	Doug Burke	12.99	69.99	37	3	All Levels	
298	excel-skills-for-insurance-professionals/	https://www.udemy.com/course/excel-skills-for-insurance-professionals/	Marissa Catanzaro	12.99	94.99	22	1.5	Beginner	
299	sql-for-marketing-analysis/	https://www.udemy.com/course/sql-for-marketing-analysis/	Anil Batra	12.99	94.99	24	1.5	Beginner	
300	pivottable-master-in-less-than-1-hour/	https://www.udemy.com/course/pivottable-master-in-less-than-1-hour/	Logan Spiers	12.99	19.99	45	2.5	All Levels	
301	complete-data-wrangling-data-visualization-with-r/	https://www.udemy.com/course/complete-data-wrangling-data-visualization-with-r/	Minerva Singh	14.99	99.99	50	6	All Levels	
302	tableau-fundamentals-for-beginners-a-crash-course/	https://www.udemy.com/course/tableau-fundamentals-for-beginners-a-crash-course/	Dan We	14.99	99.99	20	2.5	Beginner	
303	machine-learning-for-bi-part-1/	https://www.udemy.com/course/machine-learning-for-bi-part-1/	Maven Analytics  Joshua MacCarty	12.99	94.99	54	2	Beginner	
304	eviews-introductory-econometrics-modeling/	https://www.udemy.com/course/eviews-introductory-econometrics-modeling/	Smart Coders Hub	12.99	94.99	46	6.5	All Levels	
305	tableau-for-non-technical-backgrounds/	https://www.udemy.com/course/tableau-for-non-technical-backgrounds/	Waqar Ahmad	12.99	24.99	26	3.5	All Levels	
306	logistic-regression-workshop-using-r-step-by-step-modeling/	https://www.udemy.com/course/logistic-regression-workshop-using-r-step-by-step-modeling/	Gopal Prasad Malakar	13.99	19.99	37	3.5	All Levels	
307	video-analytics-using-opencv-and-python-shells/	https://www.udemy.com/course/video-analytics-using-opencv-and-python-shells/	EDU CBA	12.99	94.99	29	2	Intermediate	
308	machine-learning-advanced-decision-trees-in-r/	https://www.udemy.com/course/machine-learning-advanced-decision-trees-in-r/	Start Tech Academy	13.99	19.99	53	6	All Levels	
309	manova-spss/	https://www.udemy.com/course/manova-spss/	Quantitative Specialists	12.99	74.99	9	1.5	All Levels	
310	tableau-10-server-administration/	https://www.udemy.com/course/tableau-10-server-administration/	Siddharth Pawar	12.99	94.99	29	3	Intermediate	
311	mysql-8-for-administrators/	https://www.udemy.com/course/mysql-8-for-administrators/	Packt Publishing	14.99	109.99	30	5.5	Beginner	
312	learn-data-mining-clustering-segmentation-using-rtableau/	https://www.udemy.com/course/learn-data-mining-clustering-segmentation-using-rtableau/	ExcelR Solutions	12.99	49.99	45	7	All Levels	
313	tableau-server-2018-administration/	https://www.udemy.com/course/tableau-server-2018-administration/	Siddharth Pawar	12.99	19.99	26	3.5	All Levels	
314	blockchain-for-business-50-applications-startup-ideas/	https://www.udemy.com/course/blockchain-for-business-50-applications-startup-ideas/	Aman Gupta  Roohi Bansal	14.99	99.99	66	7.5	All Levels	
315	getting-started-with-sap-analytics-cloud/	https://www.udemy.com/course/getting-started-with-sap-analytics-cloud/	DataViz Academy	12.99	94.99	51	4.5	All Levels	
316	sentiment-analysis/	https://www.udemy.com/course/sentiment-analysis/	Loony Corn	12.99	94.99	14	3.5	All Levels	
317	power-bi-from-zero-to-hero-am/	https://www.udemy.com/course/power-bi-from-zero-to-hero-am/	Vardges Zardaryan	12.99	49.99	36	2.5	All Levels	
318	ssas-complete-cube-tutorial-analysis-services-power-bi/	https://www.udemy.com/course/ssas-complete-cube-tutorial-analysis-services-power-bi/	Steffen Weiler	24.99	NULL	37	5	All Levels	
319	financialstatementanalysisin1hr30minwithlivedemo/	https://www.udemy.com/course/financialstatementanalysisin1hr30minwithlivedemo/	Nitin Goel	12.99	19.99	9	1.5	Intermediate	
320	power-bi-sql-server-integration/	https://www.udemy.com/course/power-bi-sql-server-integration/	Grant Gamble	12.99	19.99	27	2.5	Intermediate	
321	logistic-regression-using-stata/	https://www.udemy.com/course/logistic-regression-using-stata/	Najib Mozahem	12.99	29.99	40	3.5	Beginner	
322	sqlserver-2019-data-analytics-tableau-data-visualisation/	https://www.udemy.com/course/sqlserver-2019-data-analytics-tableau-data-visualisation/	Paul Scotchford	15.99	109.99	313	21.5	All Levels	
323	the-fundamentals-of-business-intelligence/	https://www.udemy.com/course/the-fundamentals-of-business-intelligence/	Michael McDonald	12.99	19.99	7	1	Beginner	
324	easy-excel-pivot-tables-data-analysis-with-igor/	https://www.udemy.com/course/easy-excel-pivot-tables-data-analysis-with-igor/	Igor Ovchinnikov	12.99	84.99	58	4.5	All Levels	
325	essential-presentations-for-business-analysts-and-consultant/	https://www.udemy.com/course/essential-presentations-for-business-analysts-and-consultant/	Asen Gyczew	12.99	89.99	53	2	Intermediate	
326	oracle-data-integrator-12c/	https://www.udemy.com/course/oracle-data-integrator-12c/	Saad Qureshi	12.99	94.99	46	8.5	Beginner	
327	practical-guide-to-tibco-spotfire-for-business-analytics/	https://www.udemy.com/course/practical-guide-to-tibco-spotfire-for-business-analytics/	Jeff Lo	14.99	99.99	26	2.5	Beginner	
328	connect-the-dots-factor-analysis/	https://www.udemy.com/course/connect-the-dots-factor-analysis/	Loony Corn	12.99	94.99	19	1.5	All Levels	
329	qliksense-master-class-self-service-analytics/	https://www.udemy.com/course/qliksense-master-class-self-service-analytics/	Paul Scotchford	12.99	29.99	36	5	Beginner	
330	how-to-start-a-career-as-a-business-analyst/	https://www.udemy.com/course/how-to-start-a-career-as-a-business-analyst/	Justin Butlion	12.99	19.99	25	2.5	Beginner	
331	excel-power-query-for-finance-and-accounting/	https://www.udemy.com/course/excel-power-query-for-finance-and-accounting/	Doug Burke	12.99	69.99	12	1	Beginner	
332	applied-business-analytics/	https://www.udemy.com/course/applied-business-analytics/	Santiago Tacoronte	12.99	89.99	39	4	Beginner	
333	business-intelligence-with-microsoft-power-bi/	https://www.udemy.com/course/business-intelligence-with-microsoft-power-bi/	Dan We	12.99	94.99	22	2.5	Beginner	
334	machine-learning-and-bigdata-analysis-with-apache-spark-python-pyspark/	https://www.udemy.com/course/machine-learning-and-bigdata-analysis-with-apache-spark-python-pyspark/	Ankit Mistry	12.99	19.99	63	6.5	All Levels	
335	business-analysis-102/	https://www.udemy.com/course/business-analysis-102/	Michael Boyle	12.99	19.99	41	3	All Levels	
336	data-visualization-with-tableau-105/	https://www.udemy.com/course/data-visualization-with-tableau-105/	Siddharth Pawar	12.99	19.99	31	6.5	All Levels	
337	agile-metrics/	https://www.udemy.com/course/agile-metrics/	Aditi Agarwal   An Agile Guru 	12.99	24.99	12	1	All Levels	
338	tableau-certification-training/	https://www.udemy.com/course/tableau-certification-training/	Uplatz Training	14.99	109.99	41	17	All Levels	
339	understand-and-elicit-requirements-business-analysis/	https://www.udemy.com/course/understand-and-elicit-requirements-business-analysis/	The BA Guide   Jeremy Aschenbrenner	14.99	109.99	71	5	All Levels	
340	tableau-complete-course/	https://www.udemy.com/course/tableau-complete-course/	TELCOMA Global 68 000  Students 	14.99	109.99	55	5	All Levels	
341	microsoft-power-bi-essentials/	https://www.udemy.com/course/microsoft-power-bi-essentials/	Starweaver   live	12.99	94.99	35	10.5	Intermediate	
342	big-data-and-gis/	https://www.udemy.com/course/big-data-and-gis/	Arthur Lembo	12.99	49.99	29	6	All Levels	
343	comprehensive-graphics-with-r/	https://www.udemy.com/course/comprehensive-graphics-with-r/	Geoffrey Hubona  Ph D 	12.99	94.99	69	8.5	All Levels	
344	neuralnetworks/	https://www.udemy.com/course/neuralnetworks/	Mammoth Interactive  John Bura	12.99	94.99	46	6	All Levels	
345	master-elasticsearch-on-hadoop-ecosystem-with-data-pipelines/	https://www.udemy.com/course/master-elasticsearch-on-hadoop-ecosystem-with-data-pipelines/	DataShark Academy	12.99	94.99	148	6	All Levels	
346	mysql-and-database-management-from-beginner-to-expert/	https://www.udemy.com/course/mysql-and-database-management-from-beginner-to-expert/	William Starr	12.99	94.99	82	15.5	All Levels	
347	google-data-studio-from-beginner-to-advanced/	https://www.udemy.com/course/google-data-studio-from-beginner-to-advanced/	Tony Hat	12.99	74.99	29	2	All Levels	
