id	name	link	seller	price	original_price	lectures	hours	level	Sat Jan 23 18:56:08 2021
528	learning-mongodb-deployments/	https://www.udemy.com/course/learning-mongodb-deployments/	Packt Publishing	12.99	94.99	25	4.5	Beginner	
529	learning-ibm-spss-statistics/	https://www.udemy.com/course/learning-ibm-spss-statistics/	Packt Publishing	12.99	94.99	24	3	Intermediate	
530	beginner-stock-market-day-trading-course/	https://www.udemy.com/course/beginner-stock-market-day-trading-course/	Braylen P	12.99	34.99	20	2.5	Beginner	
531	microsoft-excel-master-class-2020-beginner-to-expert/	https://www.udemy.com/course/microsoft-excel-master-class-2020-beginner-to-expert/	LOGISTICS   Supply Chain World	12.99	94.99	68	4	All Levels	
532	r-data-visualization-with-r-a-complete-guide-3-in-1/	https://www.udemy.com/course/r-data-visualization-with-r-a-complete-guide-3-in-1/	Packt Publishing	12.99	94.99	104	7.5	Beginner	
533	beginner-sql-for-data-analytics/	https://www.udemy.com/course/beginner-sql-for-data-analytics/	Nate   Wisdify	12.99	44.99	52	3.5	Beginner	
534	forecasting-fundamentals/	https://www.udemy.com/course/forecasting-fundamentals/	Mark Blessington  Karl Hellman  Kevin OConnell	12.99	29.99	9	1	Beginner	
535	sas-log-issue-handling-and-good-programming-practices/	https://www.udemy.com/course/sas-log-issue-handling-and-good-programming-practices/	John Zhong   JSTARTS COM	12.99	59.99	26	2	Intermediate	
536	practical-scikit-learn-for-machine-learning-4-in-1/	https://www.udemy.com/course/practical-scikit-learn-for-machine-learning-4-in-1/	Packt Publishing	12.99	94.99	157	17.5	Beginner	
537	ecommerce-analytics-introduction/	https://www.udemy.com/course/ecommerce-analytics-introduction/	Jigsaw Academy	12.99	19.99	8	1	Beginner	
538	forecasting-model/	https://www.udemy.com/course/forecasting-model/	Diogo Alves de Resende	12.99	94.99	89	4	Beginner	
539	sql-bootcamp-for-business-product-data-analysts/	https://www.udemy.com/course/sql-bootcamp-for-business-product-data-analysts/	Manish Narayan	12.99	24.99	55	2	All Levels	
540	practical-financial-data-analysis-with-python-data-science/	https://www.udemy.com/course/practical-financial-data-analysis-with-python-data-science/	Minerva Singh	14.99	109.99	66	6	All Levels	
541	google-analytics-basics-learn-on-live-e-commerce-data-lab/	https://www.udemy.com/course/google-analytics-basics-learn-on-live-e-commerce-data-lab/	Atanu Ghosh	12.99	19.99	14	1	Beginner	
542	complete-data-visualization-with-tableau-2019x/	https://www.udemy.com/course/complete-data-visualization-with-tableau-2019x/	Packt Publishing	12.99	94.99	124	8.5	Beginner	
543	probabilistic-programming-with-python-and-julia/	https://www.udemy.com/course/probabilistic-programming-with-python-and-julia/	Bert Gollnick  Sebastian Kaus	12.99	94.99	26	2.5	All Levels	
544	the-complete-web-analytics-course-for-beginners/	https://www.udemy.com/course/the-complete-web-analytics-course-for-beginners/	Online Courses Institute	12.99	19.99	40	1	Beginner	
545	hands-on-nlp-with-nltk-and-scikit-learn/	https://www.udemy.com/course/hands-on-nlp-with-nltk-and-scikit-learn/	Packt Publishing	12.99	94.99	30	3	Beginner	
546	business-survival-with-analytics/	https://www.udemy.com/course/business-survival-with-analytics/	Tracey Smith  MBA  MASc  BMath  CPSM	12.99	94.99	7	1	Beginner	
547	tableau-specialist-certification-preparation/	https://www.udemy.com/course/tableau-specialist-certification-preparation/	Siddharth Pawar	12.99	24.99	91	7	All Levels	
548	dimensional-modeling/	https://www.udemy.com/course/dimensional-modeling/	Sander Kollerie	12.99	49.99	24	2	Intermediate	
549	static-and-interactive-data-visualizations-in-python/	https://www.udemy.com/course/static-and-interactive-data-visualizations-in-python/	Minerva Singh	12.99	94.99	38	5	All Levels	
550	learn-data-visualization-with-tableau/	https://www.udemy.com/course/learn-data-visualization-with-tableau/	Jay Carroll	12.99	19.99	20	1	Beginner	
551	aws-quicksight-bootcamp-ultimate-guide-to-amazon-quicksight/	https://www.udemy.com/course/aws-quicksight-bootcamp-ultimate-guide-to-amazon-quicksight/	Hendrik Kleine	12.99	34.99	27	2	All Levels	
552	user-feedback-surveys/	https://www.udemy.com/course/user-feedback-surveys/	Matthew Niederberger	12.99	49.99	42	10	All Levels	
553	binary-logistic-regression-minitab/	https://www.udemy.com/course/binary-logistic-regression-minitab/	Sandeep Kumar  	12.99	94.99	31	3	All Levels	
554	professional-dashboards-in-excel-and-tableau/	https://www.udemy.com/course/professional-dashboards-in-excel-and-tableau/	365 Careers	12.99	94.99	36	2.5	All Levels	
555	tableau-prep-masterclass-with-real-world-business-problems/	https://www.udemy.com/course/tableau-prep-masterclass-with-real-world-business-problems/	Siddharth Pawar	12.99	94.99	21	3	All Levels	
556	danhallatl-datamanagement/	https://www.udemy.com/course/danhallatl-datamanagement/	Dan Hall	12.99	39.99	15	1.5	All Levels	
557	regression-analysis/	https://www.udemy.com/course/regression-analysis/	Diogo Alves de Resende	12.99	49.99	83	5	Beginner	
558	financial-data-consolidations-with-microsoft-power-products/	https://www.udemy.com/course/financial-data-consolidations-with-microsoft-power-products/	Doug Burke	12.99	69.99	30	3.5	All Levels	
559	text-mining-simplified-using-case-study-approach-in-r/	https://www.udemy.com/course/text-mining-simplified-using-case-study-approach-in-r/	Bhaumik Shah	13.99	99.99	12	1.5	Beginner	
560	learning-neo4j-graphs-and-cypher/	https://www.udemy.com/course/learning-neo4j-graphs-and-cypher/	Packt Publishing	12.99	94.99	24	2	Intermediate	
561	becomershinyninja/	https://www.udemy.com/course/becomershinyninja/	Charvi Mittal	12.99	54.99	27	1.5	All Levels	
562	machinelearninglr/	https://www.udemy.com/course/machinelearninglr/	Ermin Dedic  Aditya Sharma	12.99	19.99	35	2.5	Beginner	
563	foundations-in-data-analysis-techniques-to-unlock-insights/	https://www.udemy.com/course/foundations-in-data-analysis-techniques-to-unlock-insights/	Jef Jacobs	12.99	44.99	42	6.5	All Levels	
564	3-tools-for-visual-business-analysis-1/	https://www.udemy.com/course/3-tools-for-visual-business-analysis-1/	Nilakantasrinivasan Janakiraman	12.99	19.99	15	1	Beginner	
565	quickbooks-pro-2019-business-personal-one-quickbooks-file/	https://www.udemy.com/course/quickbooks-pro-2019-business-personal-one-quickbooks-file/	Robert  Bob  Steele	12.99	94.99	93	9	All Levels	
566	introduction-to-power-bi-paginated-report-builder/	https://www.udemy.com/course/introduction-to-power-bi-paginated-report-builder/	Vimal Vachhani	12.99	29.99	30	1.5	Beginner	
567	modeling-workflow-patterns-in-tibco-business-studio/	https://www.udemy.com/course/modeling-workflow-patterns-in-tibco-business-studio/	TIBCO Education	12.99	19.99	18	1	Beginner	
568	new-product-forecasting-process/	https://www.udemy.com/course/new-product-forecasting-process/	Anamind Business Consulting	24.99	NULL	58	2	All Levels	
569	quantifying-workforce-productivity/	https://www.udemy.com/course/quantifying-workforce-productivity/	Jeff Higgins	12.99	69.99	14	1	Beginner	
570	nfl-visualizations-with-power-bi/	https://www.udemy.com/course/nfl-visualizations-with-power-bi/	Joseph Bavender	12.99	19.99	31	2.5	Beginner	
571	tableau-10-tableau-training-data-science-for-beginners/	https://www.udemy.com/course/tableau-10-tableau-training-data-science-for-beginners/	Mahesh Babu	12.99	19.99	63	5	All Levels	
572	deep-learning-for-trading-deeptrading-with-python-2020/	https://www.udemy.com/course/deep-learning-for-trading-deeptrading-with-python-2020/	The Trading Whisperer	12.99	94.99	39	6	Intermediate	
573	deep-learning-for-trading-deeptrading-with-python-2020/	https://www.udemy.com/course/deep-learning-for-trading-deeptrading-with-python-2020/	The Trading Whisperer	12.99	94.99	39	6	Intermediate	
574	data-analysis-black-magic-with-excel/	https://www.udemy.com/course/data-analysis-black-magic-with-excel/	Info Artist	12.99	34.99	16	1.5	All Levels	
575	web-analytics2/	https://www.udemy.com/course/web-analytics2/	The Art Of Service	12.99	49.99	62	2.5	All Levels	
576	data-analytics-fundamentals-with-tableau/	https://www.udemy.com/course/data-analytics-fundamentals-with-tableau/	Ben Sullins	12.99	24.99	11	1.5	Beginner	
577	hands-on-dynamics-365-ai-for-business-insights/	https://www.udemy.com/course/hands-on-dynamics-365-ai-for-business-insights/	Packt Publishing	12.99	94.99	39	4	Beginner	
578	qlikview-data-analysis/	https://www.udemy.com/course/qlikview-data-analysis/	Packt Publishing	12.99	94.99	24	2	Beginner	
579	tableau-desktop-20203/	https://www.udemy.com/course/tableau-desktop-20203/	Siddharth Pawar	12.99	34.99	64	5.5	Beginner	
580	data-vsualization-with-tableau/	https://www.udemy.com/course/data-vsualization-with-tableau/	Aasavari Kaley	12.99	19.99	51	2.5	All Levels	
581	google-biqquery/	https://www.udemy.com/course/google-biqquery/	Sandeep Kumar	12.99	94.99	161	8.5	All Levels	
582	pytorch-deep-learning-in-7-days/	https://www.udemy.com/course/pytorch-deep-learning-in-7-days/	Packt Publishing	12.99	94.99	40	2	Beginner	
583	hr-analytics-workforce-management-using-r/	https://www.udemy.com/course/hr-analytics-workforce-management-using-r/	Unlock HR	12.99	94.99	16	3.5	All Levels	
584	how-to-get-a-technical-customer-facing-role/	https://www.udemy.com/course/how-to-get-a-technical-customer-facing-role/	Alex Cho	12.99	19.99	91	13	All Levels	
585	power-bi-dax-transition-from-sql/	https://www.udemy.com/course/power-bi-dax-transition-from-sql/	Data Chunks	12.99	69.99	32	2.5	All Levels	
586	cbdm-certified-business-data-modeler/	https://www.udemy.com/course/cbdm-certified-business-data-modeler/	Clive Finkelstein  Michael Cesino	34.99	NULL	30	6.5	All Levels	
587	learning-path-elasticsearch-and-angularjs-intraweb-search/	https://www.udemy.com/course/learning-path-elasticsearch-and-angularjs-intraweb-search/	Packt Publishing	12.99	94.99	44	4	Beginner	
588	tableau-development/	https://www.udemy.com/course/tableau-development/	Ram Reddy	99.99	NULL	14	13.5	Expert	
589	citizen-data-scientists-the-future-of-your-business/	https://www.udemy.com/course/citizen-data-scientists-the-future-of-your-business/	Susan Obijiski	12.99	29.99	12	1.5	Beginner	
590	data-analysis-and-visualization-with-microsoft-power-bi/	https://www.udemy.com/course/data-analysis-and-visualization-with-microsoft-power-bi/	SKILL CURB	12.99	19.99	46	3	Beginner	
591	pareto-analysis-and-how-to-use-it-in-industrial-applications/	https://www.udemy.com/course/pareto-analysis-and-how-to-use-it-in-industrial-applications/	Haitham Eldalil	12.99	29.99	14	1	All Levels	
592	pmi_pba-preparation-course-_in-english/	https://www.udemy.com/course/pmi_pba-preparation-course-_in-english/	Shaban Osman PMI_PMP   PMI_RMP  PMI_PBA  IIBA_CBAP   AUC_PRMG  	159.99	NULL	173	35	Intermediate	
593	data-visualization-and-analysis-with-r/	https://www.udemy.com/course/data-visualization-and-analysis-with-r/	Up Degree	12.99	19.99	69	3	Beginner	
594	experimentation-ab-testing-for-product-managers/	https://www.udemy.com/course/experimentation-ab-testing-for-product-managers/	Rommil Santiago	12.99	49.99	26	1	All Levels	
595	ethereum-projects/	https://www.udemy.com/course/ethereum-projects/	Packt Publishing	12.99	94.99	22	2	Intermediate	
596	learn-statistical-data-analysis-with-ibm-spss/	https://www.udemy.com/course/learn-statistical-data-analysis-with-ibm-spss/	Rama Krishna Yelamanchili	12.99	19.99	20	1.5	Intermediate	
597	tableau-10-for-business-and-data-analytics/	https://www.udemy.com/course/tableau-10-for-business-and-data-analytics/	zeyad jameel	12.99	19.99	9	1	All Levels	
598	mastering-business-requirements-elicitation/	https://www.udemy.com/course/mastering-business-requirements-elicitation/	Teresa Bennett	12.99	19.99	12	2.5	Beginner	
599	mysql-8-recipes/	https://www.udemy.com/course/mysql-8-recipes/	Packt Publishing	12.99	94.99	26	3	Intermediate	
600	computer-vision-projects-with-python-in-4-hours/	https://www.udemy.com/course/computer-vision-projects-with-python-in-4-hours/	Packt Publishing	12.99	94.99	31	4	Intermediate	
601	qlikview-dashboard-development/	https://www.udemy.com/course/qlikview-dashboard-development/	Packt Publishing	12.99	94.99	35	3.5	Beginner	
602	knowledge-graph-benefit-case/	https://www.udemy.com/course/knowledge-graph-benefit-case/	Neena Sathi	12.99	24.99	7	1	Beginner	
603	tableau-tips-tricks-and-techniques/	https://www.udemy.com/course/tableau-tips-tricks-and-techniques/	Packt Publishing	12.99	94.99	30	2	Intermediate	
604	sql-course-for-data-science/	https://www.udemy.com/course/sql-course-for-data-science/	Tamer Ahmed	12.99	94.99	104	5.5	All Levels	
605	learn-tableau-for-data-visualisation-and-story-telling/	https://www.udemy.com/course/learn-tableau-for-data-visualisation-and-story-telling/	Xcourse Team	12.99	94.99	67	5	Intermediate	
606	just-give-me-the-codes-entry-level-r-studio/	https://www.udemy.com/course/just-give-me-the-codes-entry-level-r-studio/	Anita Markovska	12.99	44.99	10	1.5	Beginner	
607	clicdata-for-beginners-connect-edit-and-visualize-data/	https://www.udemy.com/course/clicdata-for-beginners-connect-edit-and-visualize-data/	Petra de Groot	12.99	19.99	19	1	Beginner	
608	master-alteryx-analytical-apps/	https://www.udemy.com/course/master-alteryx-analytical-apps/	Pro Data Science	12.99	19.99	25	2	Beginner	
609	advanced-mysql-queries/	https://www.udemy.com/course/advanced-mysql-queries/	Robert Lee	12.99	19.99	73	6	Beginner	
610	datamining/	https://www.udemy.com/course/datamining/	Mammoth Interactive  John Bura	12.99	94.99	41	7	All Levels	
611	statistics-with-python/	https://www.udemy.com/course/statistics-with-python/	Sandeep Kumar    Abhin Chhabra	12.99	94.99	136	16	All Levels	
612	customer-analytics-for-businesses-complete-crash-course/	https://www.udemy.com/course/customer-analytics-for-businesses-complete-crash-course/	The Click Reader  Merishna Singh Suwal	12.99	94.99	15	1.5	All Levels	
613	data-analysis-in-excel/	https://www.udemy.com/course/data-analysis-in-excel/	Sadia Arefin	12.99	19.99	13	1	Beginner	
614	lparacademy/	https://www.udemy.com/course/lparacademy/	LPAR Academy	13.99	19.99	16	1	Beginner	
615	exponentialsmoothing/	https://www.udemy.com/course/exponentialsmoothing/	Anamind Business Consulting	19.99	NULL	8	1	Intermediate	
616	conversational-ai-benefit-case/	https://www.udemy.com/course/conversational-ai-benefit-case/	Neena Sathi	12.99	24.99	7	1	Beginner	
617	learning-path-sql-up-and-running-with-sql-server-2016/	https://www.udemy.com/course/learning-path-sql-up-and-running-with-sql-server-2016/	Packt Publishing	12.99	94.99	50	6.5	Beginner	
618	learning-python-on-google-cloud/	https://www.udemy.com/course/learning-python-on-google-cloud/	Oscar Valles	12.99	19.99	51	3.5	All Levels	
619	json-with-java-ee-8-hands-on-training/	https://www.udemy.com/course/json-with-java-ee-8-hands-on-training/	Packt Publishing	12.99	94.99	39	5.5	Intermediate	
620	neural-networks-with-tensorflow-and-pytorch/	https://www.udemy.com/course/neural-networks-with-tensorflow-and-pytorch/	Packt Publishing	12.99	94.99	101	13	Beginner	
621	applying-business-analysis-tools-pestle-cage-7s-p-5force/	https://www.udemy.com/course/applying-business-analysis-tools-pestle-cage-7s-p-5force/	Abdelali Bouzid	12.99	94.99	59	6	All Levels	
622	google-analytics-officially-certified-in-just-5-hours/	https://www.udemy.com/course/google-analytics-officially-certified-in-just-5-hours/	Giulia Staffieri	19.99	NULL	18	2	All Levels	
623	financial-analytics-introduction/	https://www.udemy.com/course/financial-analytics-introduction/	Jigsaw Academy	12.99	19.99	6	1	Beginner	
624	a-beginners-guide-to-business-intelligence/	https://www.udemy.com/course/a-beginners-guide-to-business-intelligence/	Faical Mhijan	12.99	19.99	6	1	Beginner	
625	bus-maths/	https://www.udemy.com/course/bus-maths/	Oksana Zhebel  PhD	12.99	49.99	17	2	Beginner	
626	tableau-dashboard-techniques/	https://www.udemy.com/course/tableau-dashboard-techniques/	The Scholar	12.99	19.99	13	1	Intermediate	
627	supply-chain-analytics-linear-programming/	https://www.udemy.com/course/supply-chain-analytics-linear-programming/	Jigsaw Academy	12.99	19.99	9	1.5	Beginner	
628	pbirs-bootcamp/	https://www.udemy.com/course/pbirs-bootcamp/	Agus Kurniawan	12.99	24.99	25	1.5	Beginner	
629	google-data-studio-analysis-dashboard-analytics/	https://www.udemy.com/course/google-data-studio-analysis-dashboard-analytics/	Amar Tripathi	12.99	34.99	14	1	Beginner	
630	learning-apache-storm-for-big-data-processing/	https://www.udemy.com/course/learning-apache-storm-for-big-data-processing/	Packt Publishing	12.99	94.99	41	2.5	Beginner	
631	analytics-predictive-analysis-in-hr-fraud-marketing/	https://www.udemy.com/course/analytics-predictive-analysis-in-hr-fraud-marketing/	Shepherd Mahupa	12.99	19.99	36	1	All Levels	
632	pbidatascience/	https://www.udemy.com/course/pbidatascience/	Agus Kurniawan	12.99	69.99	79	5	Beginner	
633	data-science-hacks-google-casual-impact/	https://www.udemy.com/course/data-science-hacks-google-casual-impact/	Rodrigo Teixeira	12.99	24.99	12	1.5	Intermediate	
634	enterprise-big-data-professional/	https://www.udemy.com/course/enterprise-big-data-professional/	4P Advisory Services	19.99	NULL	67	6	Beginner	
635	business-intelligence-c/	https://www.udemy.com/course/business-intelligence-c/	Ankita Potnis	12.99	19.99	15	1.5	All Levels	
636	deep-learning-with-python-and-pytorch/	https://www.udemy.com/course/deep-learning-with-python-and-pytorch/	Packt Publishing	12.99	94.99	44	6.5	Beginner	
637	mis-repoting-using-sas/	https://www.udemy.com/course/mis-repoting-using-sas/	Up Degree	12.99	94.99	12	1.5	Intermediate	
638	excel-for-beginners-practical-course-in-60-mins/	https://www.udemy.com/course/excel-for-beginners-practical-course-in-60-mins/	Ketan Solanki	12.99	19.99	19	1	Beginner	
639	data_visualization/	https://www.udemy.com/course/data_visualization/	Daniel Stasin	12.99	34.99	19	4	Beginner	
640	making-numerical-predictions-for-time-series-data-part-1/	https://www.udemy.com/course/making-numerical-predictions-for-time-series-data-part-1/	Partha Majumdar	12.99	94.99	35	6	All Levels	
641	learning-mongodb-schema-indexes-and-queries/	https://www.udemy.com/course/learning-mongodb-schema-indexes-and-queries/	Packt Publishing	12.99	94.99	36	6.5	Intermediate	
642	learn-java-by-solving-100-coding-challenges/	https://www.udemy.com/course/learn-java-by-solving-100-coding-challenges/	Robert Lee	12.99	19.99	111	2.5	All Levels	
643	enterprise-application-architecture/	https://www.udemy.com/course/enterprise-application-architecture/	Osama Hassan	12.99	94.99	14	2	Beginner	
644	microsoft-excel-from-start-to-finish/	https://www.udemy.com/course/microsoft-excel-from-start-to-finish/	Vivian Pyle	12.99	24.99	110	5	Beginner	
645	blockchain-real-world-projects/	https://www.udemy.com/course/blockchain-real-world-projects/	Packt Publishing	12.99	94.99	21	2	Intermediate	
646	just-give-me-the-codes-entry-level-python/	https://www.udemy.com/course/just-give-me-the-codes-entry-level-python/	Anita Markovska	12.99	44.99	10	1.5	Beginner	
647	sas-for-data-handling-and-visualization/	https://www.udemy.com/course/sas-for-data-handling-and-visualization/	Nishant Pandey	12.99	94.99	27	6	All Levels	
648	mastering-business-analysis-communications/	https://www.udemy.com/course/mastering-business-analysis-communications/	Teresa Bennett	12.99	19.99	16	1.5	Beginner	
649	logistic-regression-modeling/	https://www.udemy.com/course/logistic-regression-modeling/	Predictive Analytics	49.99	NULL	26	2.5	All Levels	
650	principles-of-instrumentation-and-analyzers/	https://www.udemy.com/course/principles-of-instrumentation-and-analyzers/	Luiz Fernandes Ribeiro Filho	12.99	19.99	7	1	Beginner	
651	power-query-m-language-with-specialize-in-web-scraping/	https://www.udemy.com/course/power-query-m-language-with-specialize-in-web-scraping/	Data Chunks	12.99	49.99	22	4	All Levels	
652	easy-statistics-regression-modelling/	https://www.udemy.com/course/easy-statistics-regression-modelling/	F  Buscha	12.99	19.99	14	3	Beginner	
653	excel-for-top-mbas-and-wannabes/	https://www.udemy.com/course/excel-for-top-mbas-and-wannabes/	Bruce Vann	19.99	NULL	64	5	All Levels	
654	mastering-tableau-20181-second-edition/	https://www.udemy.com/course/mastering-tableau-20181-second-edition/	Packt Publishing	12.99	94.99	54	6	Intermediate	
655	ipython-interactive-computing-and-visualization-cookbook/	https://www.udemy.com/course/ipython-interactive-computing-and-visualization-cookbook/	Packt Publishing	12.99	94.99	67	9	Beginner	
656	regression-analysis-predictive-modelling/	https://www.udemy.com/course/regression-analysis-predictive-modelling/	Sumit Saha  Ph D 	12.99	19.99	13	1.5	Beginner	
657	ibm-baw-bpm/	https://www.udemy.com/course/ibm-baw-bpm/	Nishant Ravle	12.99	39.99	45	2.5	Beginner	
658	tableau_101_in_60_minutes/	https://www.udemy.com/course/tableau_101_in_60_minutes/	Weston Palmer	12.99	24.99	12	1	Beginner	
659	getting-actionable-insights-from-power-bi/	https://www.udemy.com/course/getting-actionable-insights-from-power-bi/	Packt Publishing	12.99	94.99	20	2	Beginner	
660	tensorflow-advanced-lasso-linear-regression-with-python/	https://www.udemy.com/course/tensorflow-advanced-lasso-linear-regression-with-python/	Data Science Anywhere Team  Sudhir G	12.99	94.99	47	5.5	All Levels	
661	web-scraping-amazon-code-free-tableau-data-visualization/	https://www.udemy.com/course/web-scraping-amazon-code-free-tableau-data-visualization/	Peter Tang	12.99	94.99	54	4.5	Intermediate	
662	analytics-data-science-for-managers-humanitarians/	https://www.udemy.com/course/analytics-data-science-for-managers-humanitarians/	Nikita Sergeev	12.99	94.99	74	5.5	All Levels	
663	blockchain-fundamentals-types-and-industry-use-cases/	https://www.udemy.com/course/blockchain-fundamentals-types-and-industry-use-cases/	Blockchain Post	12.99	94.99	61	4.5	All Levels	
664	data-visualization-masterclass-with-r-and-tableau-2-in-1/	https://www.udemy.com/course/data-visualization-masterclass-with-r-and-tableau-2-in-1/	Packt Publishing	12.99	94.99	43	5.5	Intermediate	
665	applied-unsupervised-learning-with-r/	https://www.udemy.com/course/applied-unsupervised-learning-with-r/	Packt Publishing	12.99	94.99	39	4.5	Intermediate	
666	becoming-a-zoho-crm-admin/	https://www.udemy.com/course/becoming-a-zoho-crm-admin/	Peter Fuller	12.99	19.99	64	2	Beginner	
667	fundraising-metrics/	https://www.udemy.com/course/fundraising-metrics/	Kirk Schmidt	99.99	NULL	38	2.5	All Levels	
668	data-analysis-with-excel-analysis-package/	https://www.udemy.com/course/data-analysis-with-excel-analysis-package/	Danil Dintsis	12.99	24.99	7	1	Beginner	
669	keras-2x-projects/	https://www.udemy.com/course/keras-2x-projects/	Packt Publishing	12.99	94.99	38	5.5	Intermediate	
670	business-analysis-by-data-visualizations-in-tableau/	https://www.udemy.com/course/business-analysis-by-data-visualizations-in-tableau/	Manoj Chandak	12.99	24.99	28	2	All Levels	
671	compstat-analytics-let-the-numbers-do-the-talking/	https://www.udemy.com/course/compstat-analytics-let-the-numbers-do-the-talking/	Charles Rambo	12.99	74.99	7	1	All Levels	
672	analytics-for-leaders-hands-on-analytics-p/	https://www.udemy.com/course/analytics-for-leaders-hands-on-analytics-p/	Jigsaw Academy	12.99	19.99	8	1.5	Beginner	
673	sas-functions/	https://www.udemy.com/course/sas-functions/	KDD Expert	12.99	49.99	24	4	Beginner	
674	fundamentals-of-r-for-applied-statistics/	https://www.udemy.com/course/fundamentals-of-r-for-applied-statistics/	SVBook Pte  Ltd 	12.99	94.99	10	2.5	Beginner	
675	python-for-science-crashcourse/	https://www.udemy.com/course/python-for-science-crashcourse/	Nick   	12.99	94.99	33	5	Beginner	
676	master-retail-analytics-with-excel-and-python-part-1/	https://www.udemy.com/course/master-retail-analytics-with-excel-and-python-part-1/	Haytham Omar	12.99	34.99	189	18.5	All Levels	
677	introduction-to-data-visualization-c/	https://www.udemy.com/course/introduction-to-data-visualization-c/	365 Careers	12.99	94.99	28	2	Beginner	
678	data-storytelling-q/	https://www.udemy.com/course/data-storytelling-q/	Bryan Gobaco	12.99	54.99	37	2.5	Beginner	
679	finance-and-accounting-in-the-digital-age/	https://www.udemy.com/course/finance-and-accounting-in-the-digital-age/	Hattem AlHajery	12.99	74.99	12	1.5	Beginner	
680	analytics-of-pricing-and-revenue-with-excel-python/	https://www.udemy.com/course/analytics-of-pricing-and-revenue-with-excel-python/	Haytham Omar	12.99	34.99	152	12.5	All Levels	
681	datacleaning/	https://www.udemy.com/course/datacleaning/	Todd Bottom  Ph D    Founder Research Learning Center	12.99	94.99	13	6	Intermediate	
682	introduction-to-artificial-intelligence-for-managers/	https://www.udemy.com/course/introduction-to-artificial-intelligence-for-managers/	Barbora Stetinova  MBA	12.99	24.99	30	1.5	All Levels	
683	learn-data-wrangling-with-r/	https://www.udemy.com/course/learn-data-wrangling-with-r/	Julian Tagell	12.99	19.99	13	1	Beginner	
684	defining-the-vision-and-scope-for-a-software-project/	https://www.udemy.com/course/defining-the-vision-and-scope-for-a-software-project/	Teresa Bennett	12.99	19.99	15	1.5	Beginner	
685	d3jsdatavisualization/	https://www.udemy.com/course/d3jsdatavisualization/	Mammoth Interactive  John Bura	12.99	94.99	71	9	All Levels	
686	learning-microsoft-power-bi/	https://www.udemy.com/course/learning-microsoft-power-bi/	Packt Publishing	12.99	94.99	33	4	Intermediate	
687	implementing-deep-learning-algorithms-with-tensorflow-20/	https://www.udemy.com/course/implementing-deep-learning-algorithms-with-tensorflow-20/	Packt Publishing	12.99	94.99	23	2	Beginner	
688	data-analysis-using-microsoft-excel/	https://www.udemy.com/course/data-analysis-using-microsoft-excel/	TEST4U Testing  Training  Evaluation Platform	12.99	39.99	53	6.5	Intermediate	
689	practical-projects-with-keras-2x/	https://www.udemy.com/course/practical-projects-with-keras-2x/	Packt Publishing	12.99	94.99	26	3	Intermediate	
690	clicdata-for-advanced-users/	https://www.udemy.com/course/clicdata-for-advanced-users/	Petra de Groot	12.99	24.99	20	1.5	Intermediate	
691	r-neural-nets-and-cnn-architecture-in-r-masterclass/	https://www.udemy.com/course/r-neural-nets-and-cnn-architecture-in-r-masterclass/	Packt Publishing	12.99	94.99	58	6	Beginner	
692	preprocessing-data-with-numpy/	https://www.udemy.com/course/preprocessing-data-with-numpy/	365 Careers	12.99	94.99	77	6.5	All Levels	
693	sap-using-sap-gui-lists-avl-grids/	https://www.udemy.com/course/sap-using-sap-gui-lists-avl-grids/	Dirk Hofmann	12.99	24.99	15	1.5	Expert	
694	sas-for-data-handling/	https://www.udemy.com/course/sas-for-data-handling/	Up Degree	12.99	19.99	65	4	Beginner	
695	data-analytics-and-sql-foundations-the-data-path/	https://www.udemy.com/course/data-analytics-and-sql-foundations-the-data-path/	Kevin Zheng	12.99	94.99	43	3.5	All Levels	
696	scrum-at-scale-the-complete-course/	https://www.udemy.com/course/scrum-at-scale-the-complete-course/	Jon H 	12.99	94.99	13	1.5	All Levels	
697	microsoft-power-bi-masterclass-milestone/	https://www.udemy.com/course/microsoft-power-bi-masterclass-milestone/	Florian Fiducia	12.99	24.99	156	5.5	All Levels	
698	the-analytics-translator/	https://www.udemy.com/course/the-analytics-translator/	Frank Kienle	12.99	19.99	47	3	All Levels	
699	r-data-analysis-projects/	https://www.udemy.com/course/r-data-analysis-projects/	Packt Publishing	12.99	94.99	37	4	Intermediate	
700	excel-essentials-q/	https://www.udemy.com/course/excel-essentials-q/	Punhan Muradli	12.99	19.99	36	3	Beginner	
701	hands-on-hadoop-3-for-big-data/	https://www.udemy.com/course/hands-on-hadoop-3-for-big-data/	Packt Publishing	12.99	94.99	60	6.5	Beginner	
702	interactive-dashboards-with-amazon-quicksight/	https://www.udemy.com/course/interactive-dashboards-with-amazon-quicksight/	Packt Publishing	12.99	94.99	33	2.5	Beginner	
703	applied-statistics-scratch-to-master/	https://www.udemy.com/course/applied-statistics-scratch-to-master/	Sumit Saha  Ph D 	12.99	94.99	65	8	Intermediate	
704	statistical-data-analysis-with-java/	https://www.udemy.com/course/statistical-data-analysis-with-java/	Packt Publishing	12.99	94.99	36	4.5	Beginner	
705	learn-the-pestle-business-analysis-model/	https://www.udemy.com/course/learn-the-pestle-business-analysis-model/	Abdelali Bouzid	12.99	49.99	12	1.5	All Levels	
706	learning-path-beginning-data-visualization-with-r-ggplot2/	https://www.udemy.com/course/learning-path-beginning-data-visualization-with-r-ggplot2/	Packt Publishing	12.99	94.99	54	4.5	Beginner	
